encounter_id,date,year,month,probe,sza_deg,mlt,cone_deg,clock_deg,dp_nPa,bz_nT,near_occ,bg_occ,Dn,EB,cone_bin_calc,retained,qc_transition_cleanliness,qc_disturbance,qc_boundary_motion,omni_context_quality_note,boundary_uncertainty_note,r_re,x_gsm_re
2023-04-19_tha,2023-04-19,2023,4,tha,0.5,12.0,80.0,147.0,2.09,-6.03,0.5549,0.0498,0.3921,2.6254,perpendicular,True,clean,uncertain,stable,good,plausible,8.57,8.57
2023-04-19_thd,2023-04-19,2023,4,thd,3.1,12.0,83.0,148.3,2.06,-6.03,0.4072,0.2141,0.1769,2.2349,perpendicular,True,clean,undisturbed,stable,good,plausible,9.54,9.52
2023-04-19_the,2023-04-19,2023,4,the,2.5,12.0,86.3,156.7,2.01,-6.14,0.3487,0.2787,0.0729,2.1524,perpendicular,True,clean,undisturbed,stable,good,plausible,9.89,9.88
2023-04-21_the,2023-04-21,2023,4,the,2.9,12.0,89.0,174.9,1.66,-5.57,0.4913,0.0676,0.0776,2.3581,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.45,9.44
2023-04-24_tha,2023-04-24,2023,4,tha,2.0,12.0,88.4,211.3,2.7,-27.32,0.2843,0.4379,2.6662,1.7056,perpendicular,True,mixed,undisturbed,stable,good,plausible,7.67,7.67
2023-04-24_thd,2023-04-24,2023,4,thd,5.5,12.0,88.4,211.2,2.73,-27.32,0.1623,0.5646,0.8624,1.2102,perpendicular,True,clean,undisturbed,stable,good,plausible,8.65,8.61
2024-03-03_tha,2024-03-03,2024,3,tha,26.5,13.3,81.4,178.7,7.94,-13.43,0.4204,0.2553,0.0069,2.4058,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.51,6.72
2024-03-03_thd,2024-03-03,2024,3,thd,27.0,13.5,82.5,173.0,7.5,-11.9,0.4803,0.0966,0.0122,2.0215,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.52,6.7
2024-03-03_the,2024-03-03,2024,3,the,28.9,13.7,81.2,182.8,8.08,-13.57,0.4608,0.1399,0.0067,2.1608,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.52,6.58
2024-03-23_thd,2024-03-23,2024,3,thd,9.0,12.5,80.2,180.1,5.45,-2.03,0.5158,0.0419,0.1053,4.2607,perpendicular,True,clean,uncertain,stable,good,plausible,7.49,7.4
2024-03-25_tha,2024-03-25,2024,3,tha,8.5,12.2,84.1,309.2,6.2,8.43,0.5276,0.0351,2.284,35.8041,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,7.48,7.39
2024-04-05_tha,2024-04-05,2024,4,tha,4.2,12.0,45.5,236.2,2.36,-1.69,0.5145,0.0554,0.0458,2.9667,intermediate,True,clean,undisturbed,stable,good,plausible,9.27,9.24
2024-04-14_tha,2024-04-14,2024,4,tha,0.3,12.0,27.7,203.3,1.64,-1.53,0.2995,0.2125,0.0118,3.033,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,10.95,10.95
2024-04-15_tha,2024-04-15,2024,4,tha,0.3,12.0,27.7,203.3,1.64,-1.53,0.2966,0.2153,0.0138,2.7355,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,10.97,10.97
2024-04-15_the,2024-04-15,2024,4,the,5.9,12.4,27.7,203.3,1.64,-1.53,0.26,0.1966,0.6744,2.1102,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,11.14,11.08
2024-04-16_tha,2024-04-16,2024,4,tha,1.0,12.0,77.3,226.3,4.06,-5.49,0.0765,0.7846,4.4517,5.3345,perpendicular,True,mixed,uncertain,stable,good,plausible,11.17,11.17
2024-04-16_the,2024-04-16,2024,4,the,2.6,12.0,77.3,220.9,3.91,-6.01,0.1902,0.5441,0.0271,3.3748,perpendicular,True,clean,undisturbed,stable,good,plausible,10.02,10.01
2024-04-17_tha,2024-04-17,2024,4,tha,1.5,12.0,81.3,29.2,4.34,3.45,0.0887,0.7172,1.168,2.0697,perpendicular,True,mixed,uncertain,stable,good,plausible,11.38,11.38
2024-04-17_thd,2024-04-17,2024,4,thd,5.3,11.9,82.5,23.5,4.4,3.49,0.1779,0.5156,0.0369,4.0113,perpendicular,True,clean,undisturbed,stable,good,plausible,10.53,10.49
2024-04-17_the,2024-04-17,2024,4,the,3.2,12.0,80.3,7.3,5.02,3.74,0.2027,0.5092,0.0269,4.8409,perpendicular,True,clean,undisturbed,stable,good,plausible,10.25,10.23
2024-04-18_tha,2024-04-18,2024,4,tha,1.7,12.0,79.4,319.9,2.11,3.99,0.1367,0.4344,0.9838,1.7608,perpendicular,True,clean,undisturbed,stable,good,plausible,11.56,11.56
2024-04-18_thd,2024-04-18,2024,4,thd,5.5,11.9,82.3,321.5,2.19,4.12,0.3144,0.22,0.0376,3.0544,perpendicular,True,clean,undisturbed,stable,good,plausible,10.74,10.69
2024-04-18_the,2024-04-18,2024,4,the,3.4,12.0,80.5,332.6,2.54,4.66,0.3223,0.2534,0.036,2.6413,perpendicular,True,clean,undisturbed,stable,good,plausible,10.47,10.45
2024-04-19_thd,2024-04-19,2024,4,thd,5.7,11.9,79.5,152.3,3.31,-10.78,0.0792,0.7676,1.2983,1.5228,perpendicular,True,mixed,uncertain,stable,good,plausible,10.95,10.9
2024-04-19_the,2024-04-19,2024,4,the,3.5,12.0,77.3,146.9,4.09,-7.74,0.0788,0.7042,1.5415,1.1289,perpendicular,True,mixed,uncertain,stable,good,plausible,10.68,10.66
2024-04-20_tha,2024-04-20,2024,4,tha,2.4,12.0,81.9,182.3,1.03,-2.83,0.1946,0.1667,0.9443,1.2282,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.92,11.91
2024-04-26_the,2024-04-26,2024,4,the,6.3,11.9,52.8,197.7,2.27,-6.44,0.0923,0.7925,1.1261,1.3703,intermediate,True,mixed,uncertain,stable,good,plausible,11.88,11.81
2024-04-27_thd,2024-04-27,2024,4,thd,8.9,11.9,77.3,42.6,2.46,3.92,0.1358,0.6688,0.4949,1.1887,perpendicular,True,clean,undisturbed,stable,good,plausible,12.23,12.08
2024-04-27_the,2024-04-27,2024,4,the,6.4,11.9,81.3,48.4,1.95,3.5,0.1501,0.4848,0.5865,2.6863,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.05,11.97
2024-04-28_thd,2024-04-28,2024,4,thd,9.4,12.0,57.1,43.0,1.86,2.99,0.1749,0.6082,1.3167,1.0537,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,12.39,12.22
2024-04-28_the,2024-04-28,2024,4,the,6.8,12.0,52.6,33.1,1.9,2.88,0.1466,0.5585,1.1305,0.9303,intermediate,True,unclear,undisturbed,uncertain,good,uncertain,12.2,12.12
2024-05-07_thd,2024-05-07,2024,5,thd,13.6,11.8,74.2,80.5,1.34,0.44,0.1861,0.4743,1.0474,1.1952,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.93,12.56
2024-05-09_tha,2024-05-09,2024,5,tha,10.7,11.9,64.1,64.5,1.2,0.89,0.1246,0.3709,1.0914,1.5313,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,13.01,12.78
2024-05-16_tha,2024-05-16,2024,5,tha,13.5,11.9,39.3,112.5,1.42,-1.15,0.1887,0.3398,1.119,1.2867,low-cone,True,mixed,undisturbed,uncertain,good,uncertain,12.35,12.01
2024-05-16_thd,2024-05-16,2024,5,thd,16.2,11.9,36.8,112.5,1.41,-1.11,0.2031,0.4435,0.5052,0.7209,low-cone,True,mixed,undisturbed,uncertain,good,uncertain,12.78,12.27
2024-05-16_the,2024-05-16,2024,5,the,13.4,12.0,30.6,109.8,1.4,-0.87,0.1187,0.5958,0.9479,1.2498,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.89,12.54
2024-05-17_tha,2024-05-17,2024,5,tha,13.9,11.7,69.5,27.2,2.54,7.37,0.1404,0.6016,0.545,1.7965,perpendicular,True,clean,undisturbed,stable,good,plausible,12.19,11.83
2024-05-17_thd,2024-05-17,2024,5,thd,16.6,11.8,69.5,26.1,2.53,7.38,0.0679,0.7462,0.7797,1.5115,perpendicular,True,clean,uncertain,stable,good,plausible,12.65,12.13
2024-05-18_tha,2024-05-18,2024,5,tha,14.1,11.7,69.7,146.1,1.69,-3.99,0.1461,0.524,1.6552,1.0906,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.02,11.65
2024-05-18_thd,2024-05-18,2024,5,thd,16.7,11.7,60.8,156.6,1.67,-4.07,0.1524,0.6507,1.646,0.9995,perpendicular,True,unclear,undisturbed,uncertain,good,uncertain,12.5,11.97
2024-05-18_the,2024-05-18,2024,5,the,14.0,11.8,43.1,193.3,1.54,-4.3,0.0698,0.7314,1.1965,1.3163,low-cone,True,mixed,uncertain,uncertain,good,uncertain,12.67,12.3
2024-05-19_tha,2024-05-19,2024,5,tha,14.2,11.8,76.1,105.2,1.43,-2.28,0.2103,0.0906,0.6381,1.2668,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.82,11.45
2024-05-19_thd,2024-05-19,2024,5,thd,16.8,11.8,75.7,106.0,1.43,-2.38,0.2181,0.1961,0.7879,1.2271,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.33,11.8
2024-05-19_the,2024-05-19,2024,5,the,14.1,11.8,69.8,107.8,1.57,-2.38,0.177,0.5376,0.6637,1.2429,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.53,12.15
2024-05-20_the,2024-05-20,2024,5,the,14.3,11.9,43.7,58.8,1.45,1.78,0.2198,0.1077,1.2852,0.9744,low-cone,True,unclear,undisturbed,uncertain,good,uncertain,12.38,11.99
2024-05-22_the,2024-05-22,2024,5,the,15.5,11.9,62.2,6.5,2.05,2.36,0.1588,0.5159,1.2635,0.7316,perpendicular,True,unclear,undisturbed,stable,good,plausible,12.3,11.85
2024-05-23_tha,2024-05-23,2024,5,tha,16.1,11.9,61.0,18.4,2.08,1.62,0.2963,0.1622,0.9709,1.252,perpendicular,True,clean,undisturbed,stable,good,plausible,11.23,10.79
2024-05-23_thd,2024-05-23,2024,5,thd,18.4,12.0,61.0,18.3,2.08,1.63,0.1714,0.2769,1.1653,1.016,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.84,11.23
2024-05-23_the,2024-05-23,2024,5,the,15.5,12.0,57.3,11.8,2.06,2.25,0.1581,0.4345,1.2235,0.7707,intermediate,True,unclear,undisturbed,stable,good,plausible,12.08,11.64
2024-05-24_tha,2024-05-24,2024,5,tha,16.5,11.8,62.5,226.0,1.64,-4.94,0.2895,0.1819,0.3623,2.0149,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.02,10.57
2024-05-24_the,2024-05-24,2024,5,the,16.0,11.9,63.4,218.0,1.65,-4.93,0.1523,0.4564,0.4627,1.4031,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.89,11.44
2024-05-31_tha,2024-05-31,2024,5,tha,19.0,11.8,76.2,180.9,5.09,-4.84,0.3023,0.4137,0.0806,5.5497,perpendicular,True,clean,undisturbed,stable,good,plausible,9.59,9.07
2024-05-31_thd,2024-05-31,2024,5,thd,20.7,11.9,76.6,182.3,5.07,-4.77,0.2074,0.5037,0.1025,2.6166,perpendicular,True,clean,undisturbed,stable,good,plausible,10.23,9.56
2024-05-31_the,2024-05-31,2024,5,the,17.9,12.0,76.3,179.5,5.14,-5.36,0.1048,0.629,1.436,2.825,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.58,10.07
2024-06-03_the,2024-06-03,2024,6,the,18.2,11.7,34.6,217.3,2.75,-1.91,0.4687,0.0775,0.0129,1.2129,low-cone,True,clean,undisturbed,stable,good,plausible,9.8,9.31
2024-06-08_thd,2024-06-08,2024,6,thd,22.7,11.8,74.0,172.9,5.04,-0.97,0.5692,0.0174,0.9132,19.3752,perpendicular,True,clean,uncertain,stable,good,plausible,8.44,7.78
2024-06-08_the,2024-06-08,2024,6,the,20.0,11.9,74.3,168.4,5.04,-1.02,0.5007,0.1473,0.3542,2.7549,perpendicular,True,clean,undisturbed,stable,good,plausible,8.84,8.31
2024-06-28_thd,2024-06-28,2024,6,thd,28.5,10.7,78.8,11.9,25.08,8.8,0.4552,0.1926,0.2664,1.8184,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.57,6.65
2024-06-28_the,2024-06-28,2024,6,the,25.5,10.8,80.8,341.7,20.45,3.46,0.4375,0.207,0.1803,12.7974,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.44,6.72
2025-05-27_tha,2025-05-27,2025,5,tha,23.1,11.6,62.3,156.2,7.02,-3.56,0.3391,0.3829,0.3071,16.8501,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.34,8.59
2025-05-27_thd,2025-05-27,2025,5,thd,22.1,11.8,67.6,159.5,7.38,-3.56,0.3847,0.3409,0.5472,18.4798,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,8.91,8.25
2025-05-29_tha,2025-05-29,2025,5,tha,23.5,12.1,55.5,246.6,4.39,-1.68,0.3938,0.2198,0.2599,3.5867,intermediate,True,clean,undisturbed,stable,good,plausible,9.87,9.05
2025-05-29_thd,2025-05-29,2025,5,thd,22.4,12.2,54.0,247.6,4.36,-1.42,0.4666,0.1411,0.1873,3.8777,intermediate,True,clean,undisturbed,stable,good,plausible,9.41,8.7
2025-06-01_tha,2025-06-01,2025,6,tha,24.7,12.0,73.1,243.9,3.83,-1.67,0.3127,0.2554,1.6065,5.7828,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.55,9.59
2025-06-01_thd,2025-06-01,2025,6,thd,23.4,12.1,72.8,245.2,3.81,-1.65,0.4056,0.1842,1.0572,3.7981,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.01,9.19
2025-06-02_tha,2025-06-02,2025,6,tha,24.9,11.8,57.5,129.7,2.87,-5.43,0.2731,0.2791,0.127,1.3006,intermediate,True,clean,undisturbed,stable,good,plausible,10.76,9.76
2025-06-02_thd,2025-06-02,2025,6,thd,23.5,11.9,57.4,131.0,2.92,-5.68,0.2998,0.2502,0.0936,1.4647,intermediate,True,clean,undisturbed,stable,good,plausible,10.28,9.43
2025-06-03_tha,2025-06-03,2025,6,tha,25.0,11.6,47.2,193.5,2.33,-7.04,0.2369,0.3104,1.3529,1.3227,intermediate,True,mixed,undisturbed,stable,good,plausible,11.01,9.98
2025-06-03_thd,2025-06-03,2025,6,thd,23.4,11.8,47.2,195.0,2.32,-6.92,0.3155,0.2382,0.5551,1.9724,intermediate,True,clean,undisturbed,stable,good,plausible,10.55,9.68
2025-06-04_thd,2025-06-04,2025,6,thd,23.1,11.9,55.7,234.8,3.27,-2.49,0.2719,0.2895,1.0179,2.4404,intermediate,True,mixed,undisturbed,stable,good,plausible,10.79,9.92
2025-06-05_tha,2025-06-05,2025,6,tha,24.9,11.9,55.2,40.6,3.3,0.49,0.1932,0.3234,0.5854,2.3238,intermediate,True,clean,undisturbed,stable,good,plausible,11.49,10.42
2025-06-06_thd,2025-06-06,2025,6,thd,23.5,12.3,46.1,243.9,2.1,-1.65,0.3332,0.0361,0.8526,1.5279,intermediate,True,clean,uncertain,stable,good,plausible,11.31,10.38
2025-06-07_tha,2025-06-07,2025,6,tha,25.9,12.0,64.7,309.3,3.4,8.64,0.2518,0.1543,0.3886,1.3637,perpendicular,True,clean,undisturbed,stable,good,plausible,11.44,10.29
2025-06-07_thd,2025-06-07,2025,6,thd,24.0,12.0,64.7,309.3,3.4,8.64,0.3615,0.0773,0.3684,1.438,perpendicular,True,clean,undisturbed,stable,good,plausible,10.81,9.87
2025-06-08_tha,2025-06-08,2025,6,tha,25.8,12.1,65.2,311.1,3.06,9.24,0.2004,0.2009,0.535,1.3171,perpendicular,True,clean,undisturbed,stable,good,plausible,12.02,10.82
2025-06-08_thd,2025-06-08,2025,6,thd,23.9,12.2,65.2,311.3,3.0,9.32,0.2187,0.1397,0.6332,1.2333,perpendicular,True,clean,undisturbed,stable,good,plausible,11.58,10.59
2025-06-09_tha,2025-06-09,2025,6,tha,26.1,11.9,79.0,264.3,4.64,-0.74,0.117,0.7338,4.8545,4.1485,perpendicular,True,mixed,undisturbed,stable,good,plausible,12.24,10.99
2025-06-09_thd,2025-06-09,2025,6,thd,24.0,12.0,79.2,265.1,4.62,-0.65,0.1125,0.651,1.6138,1.1887,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.83,10.81
2025-06-11_tha,2025-06-11,2025,6,tha,26.1,11.6,88.7,280.4,2.52,0.83,0.1859,0.4225,1.4082,0.8131,perpendicular,True,unclear,undisturbed,stable,good,plausible,12.59,11.31
2025-06-11_thd,2025-06-11,2025,6,thd,23.8,11.8,88.7,279.9,2.51,0.79,0.1725,0.3808,1.4351,0.7998,perpendicular,True,unclear,undisturbed,stable,good,plausible,12.22,11.18
2025-06-17_thd,2025-06-17,2025,6,thd,24.2,11.9,63.5,91.6,2.1,-0.18,0.122,0.5493,1.0582,1.1233,perpendicular,True,mixed,undisturbed,stable,good,plausible,13.0,11.86
2025-06-22_thd,2025-06-22,2025,6,thd,24.1,12.5,46.3,74.5,2.0,0.39,0.0916,0.5624,1.1713,0.9894,intermediate,True,unclear,uncertain,stable,good,plausible,13.08,11.94
2025-06-24_tha,2025-06-24,2025,6,tha,27.2,11.8,65.0,102.5,2.37,-0.81,0.171,0.5447,0.4194,0.243,perpendicular,True,mixed,undisturbed,stable,good,plausible,12.93,11.5
2025-06-26_tha,2025-06-26,2025,6,tha,26.7,11.8,40.0,245.4,3.35,-2.09,0.1012,0.7246,3.5048,3.2912,low-cone,True,mixed,undisturbed,stable,good,plausible,12.58,11.24
2025-06-27_thd,2025-06-27,2025,6,thd,23.2,12.1,59.1,311.9,2.04,0.87,0.1971,0.4437,1.1387,1.3027,intermediate,True,mixed,undisturbed,stable,good,plausible,12.76,11.73
2025-07-02_thd,2025-07-02,2025,7,thd,23.1,11.8,45.8,242.2,2.06,-1.99,0.1761,0.3265,0.9107,1.6432,intermediate,True,clean,undisturbed,stable,good,plausible,12.11,11.13
2025-07-03_tha,2025-07-03,2025,7,tha,26.5,11.7,80.0,329.4,7.68,6.01,0.1001,0.5975,6.0302,4.9467,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,11.22,10.04
2025-07-03_thd,2025-07-03,2025,7,thd,22.7,11.8,86.0,336.0,7.68,6.28,0.0559,0.8432,5.7638,5.4496,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,11.87,10.95
2025-07-05_tha,2025-07-05,2025,7,tha,26.2,12.2,86.6,259.6,3.13,-1.91,0.3858,0.0625,0.1387,1.697,perpendicular,True,clean,undisturbed,stable,good,plausible,10.66,9.57
2025-07-05_thd,2025-07-05,2025,7,thd,22.3,12.3,87.1,260.6,3.15,-1.69,0.1467,0.3891,0.9243,1.284,perpendicular,True,clean,undisturbed,stable,good,plausible,11.41,10.55
2025-07-06_tha,2025-07-06,2025,7,tha,26.4,12.2,79.3,215.1,4.12,-7.24,0.1791,0.4835,1.3248,1.207,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.67,9.56
2025-07-07_tha,2025-07-07,2025,7,tha,26.4,12.3,78.7,221.3,4.1,-6.1,0.2559,0.3886,0.3387,1.7329,perpendicular,True,clean,undisturbed,stable,good,plausible,10.42,9.33
2025-07-08_thd,2025-07-08,2025,7,thd,22.5,12.2,64.9,293.7,2.7,2.29,0.3651,0.0639,0.0976,2.2772,perpendicular,True,clean,undisturbed,stable,good,plausible,10.94,10.11
2025-07-11_thd,2025-07-11,2025,7,thd,21.2,11.9,50.9,90.5,4.65,-0.06,0.3398,0.2679,0.0945,2.7498,intermediate,True,clean,undisturbed,stable,good,plausible,10.12,9.44
2025-07-12_thd,2025-07-12,2025,7,thd,20.9,12.1,52.4,84.1,3.88,0.92,0.439,0.1058,0.0819,2.0906,intermediate,True,clean,undisturbed,stable,good,plausible,9.85,9.2
2025-07-22_tha,2025-07-22,2025,7,tha,25.7,11.5,69.2,256.1,6.11,-2.97,0.3988,0.1903,0.2436,2.3913,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.37,8.44
2025-07-22_thd,2025-07-22,2025,7,thd,21.4,11.6,69.2,256.1,6.11,-2.97,0.1979,0.4666,1.119,1.7536,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,10.16,9.46
2025-07-23_thd,2025-07-23,2025,7,thd,19.4,12.2,65.7,260.4,6.48,-1.83,0.5057,0.0662,0.5244,2.2216,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.6,7.17
2025-08-09_thd,2025-08-09,2025,8,thd,20.0,11.1,64.2,130.0,5.17,-8.27,0.5142,0.0374,0.1084,2.3786,perpendicular,True,clean,uncertain,stable,good,plausible,7.54,7.08
