encounter_id,date,year,month,probe,sza_deg,mlt,cone_deg,clock_deg,dp_nPa,bz_nT,near_occ,bg_occ,Dn,EB,cone_bin_calc,retained,qc_transition_cleanliness,qc_disturbance,qc_boundary_motion,omni_context_quality_note,boundary_uncertainty_note,r_re,x_gsm_re
2007-08-05_tha,2007-08-05,2007,8,tha,15.9,11.9,60.4,250.4,1.2,-0.82,0.0722,0.7427,1.3121,1.0998,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,13.8,13.28
2007-08-06_tha,2007-08-06,2007,8,tha,15.9,11.9,60.2,250.4,1.2,-0.82,0.075,0.7399,1.317,1.0835,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,13.8,13.27
2007-08-08_tha,2007-08-08,2007,8,tha,15.4,11.7,25.2,86.5,1.15,0.07,0.1699,0.4684,0.6577,2.4045,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,13.27,12.79
2007-08-09_tha,2007-08-09,2007,8,tha,15.7,11.9,57.1,68.1,1.84,1.26,0.1289,0.6568,1.1408,1.7508,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,13.01,12.52
2007-08-10_tha,2007-08-10,2007,8,tha,15.8,12.0,56.6,69.1,1.84,1.2,0.1289,0.6174,1.1226,1.7247,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,12.88,12.4
2007-08-11_tha,2007-08-11,2007,8,tha,15.8,11.6,79.5,98.7,1.92,-0.3,0.1176,0.6133,1.2918,2.3147,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.71,12.24
2007-08-11_thb,2007-08-11,2007,8,thb,16.0,11.7,81.0,81.7,2.02,0.38,0.1211,0.6614,1.127,1.4377,perpendicular,True,mixed,undisturbed,stable,good,plausible,12.85,12.36
2007-08-11_thc,2007-08-11,2007,8,thc,16.0,11.7,81.4,84.5,1.99,0.25,0.1222,0.6502,1.0813,1.1089,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.86,12.36
2007-08-11_thd,2007-08-11,2007,8,thd,16.0,11.7,81.4,86.9,1.98,0.14,0.1212,0.6386,1.0308,1.0363,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.8,12.3
2007-08-11_the,2007-08-11,2007,8,the,16.1,11.7,81.4,86.0,1.98,0.18,0.1211,0.6726,1.0549,0.9192,perpendicular,True,unclear,undisturbed,uncertain,good,uncertain,12.95,12.45
2007-08-12_tha,2007-08-12,2007,8,tha,15.2,11.7,29.0,92.6,1.42,-0.01,0.1672,0.3417,0.0318,3.1168,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,12.36,11.93
2007-08-12_thb,2007-08-12,2007,8,thb,15.5,11.6,44.4,135.5,1.51,-0.28,0.1334,0.435,0.8386,2.9969,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.52,12.06
2007-08-12_thc,2007-08-12,2007,8,thc,15.5,11.6,38.2,111.9,1.5,-0.23,0.1424,0.4283,0.084,3.6001,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.51,12.06
2007-08-12_thd,2007-08-12,2007,8,thd,15.4,11.6,37.4,108.3,1.5,-0.2,0.1437,0.4119,0.05,3.5835,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.45,12.0
2007-08-13_tha,2007-08-13,2007,8,tha,15.4,11.9,49.8,86.1,1.11,0.07,0.3412,0.0737,0.0309,4.318,intermediate,True,clean,undisturbed,uncertain,good,uncertain,12.05,11.62
2007-08-13_thb,2007-08-13,2007,8,thb,15.4,11.9,39.1,88.0,1.05,0.03,0.3307,0.0617,0.0231,3.5996,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.19,11.75
2007-08-13_thc,2007-08-13,2007,8,thc,15.5,11.9,42.5,86.2,1.06,0.06,0.3161,0.0706,0.0164,3.564,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.19,11.75
2007-08-13_thd,2007-08-13,2007,8,thd,15.6,11.8,44.2,82.4,1.07,0.12,0.2307,0.0788,0.0104,3.821,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.65,12.19
2007-08-13_the,2007-08-13,2007,8,the,15.6,11.9,44.2,82.4,1.07,0.12,0.2907,0.1029,0.0157,4.3296,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.29,11.84
2007-08-15_tha,2007-08-15,2007,8,tha,15.5,11.7,75.0,260.4,2.11,-0.53,0.1779,0.4241,0.0603,3.9784,perpendicular,True,clean,undisturbed,stable,good,plausible,11.74,11.31
2007-08-15_thb,2007-08-15,2007,8,thb,15.8,11.8,85.7,242.2,2.49,-1.46,0.1054,0.5504,1.7427,0.726,perpendicular,True,unclear,undisturbed,stable,good,plausible,11.87,11.43
2007-08-15_thc,2007-08-15,2007,8,thc,16.3,11.9,86.3,258.8,2.42,-0.62,0.0836,0.246,1.3532,1.4565,perpendicular,True,mixed,uncertain,stable,good,plausible,10.82,10.39
2007-08-15_thd,2007-08-15,2007,8,thd,15.8,11.8,85.7,259.1,2.4,-0.63,0.1544,0.4851,1.3836,1.376,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.76,11.32
2007-08-15_the,2007-08-15,2007,8,the,15.9,11.7,85.7,259.1,2.4,-0.63,0.1124,0.5267,1.5321,0.96,perpendicular,True,unclear,undisturbed,stable,good,plausible,11.97,11.52
2007-08-16_tha,2007-08-16,2007,8,tha,14.8,11.7,47.8,302.1,2.41,1.66,0.2298,0.3808,0.0186,2.907,intermediate,True,clean,undisturbed,stable,good,plausible,11.35,10.97
2007-08-16_thb,2007-08-16,2007,8,thb,15.3,11.6,57.2,304.9,2.56,1.83,0.1894,0.4419,0.1229,2.6606,intermediate,True,clean,undisturbed,stable,good,plausible,11.52,11.11
2007-08-16_thc,2007-08-16,2007,8,thc,15.5,11.8,52.1,309.4,2.54,2.09,0.3088,0.0865,0.7591,1.9732,intermediate,True,clean,undisturbed,stable,good,plausible,10.76,10.36
2007-08-16_thd,2007-08-16,2007,8,thd,15.3,11.8,50.5,310.2,2.54,2.12,0.4872,0.2707,0.0211,3.3383,intermediate,True,clean,undisturbed,stable,good,plausible,10.55,10.18
2007-08-16_the,2007-08-16,2007,8,the,15.5,11.9,50.5,310.2,2.54,2.12,0.3541,0.2548,0.0198,3.3098,intermediate,True,clean,undisturbed,stable,good,plausible,10.6,10.21
2007-08-17_tha,2007-08-17,2007,8,tha,15.1,11.9,85.9,273.9,1.65,0.22,0.408,0.1206,0.0444,2.7764,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.03,10.66
2007-08-17_thb,2007-08-17,2007,8,thb,15.0,11.9,84.5,275.5,1.55,0.38,0.4334,0.0973,0.0696,4.0548,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,10.97,10.6
2007-08-17_thc,2007-08-17,2007,8,thc,15.1,11.9,85.2,273.8,1.56,0.27,0.497,0.1391,0.0306,2.9895,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.21,10.82
2007-08-17_thd,2007-08-17,2007,8,thd,15.6,12.2,86.5,276.0,1.57,0.41,0.71,0.05,0.0315,3.401,perpendicular,True,clean,uncertain,uncertain,good,uncertain,9.87,9.51
2007-08-17_the,2007-08-17,2007,8,the,15.8,12.2,86.6,276.1,1.57,0.42,0.7475,0.0561,0.0236,2.7984,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,10.0,9.62
2007-08-18_thb,2007-08-18,2007,8,thb,17.8,11.3,78.8,299.0,1.68,2.24,0.0929,0.7256,0.8785,1.8091,perpendicular,True,clean,uncertain,uncertain,good,uncertain,13.42,12.78
2007-08-19_tha,2007-08-19,2007,8,tha,15.3,11.7,43.7,324.4,1.67,2.83,0.4772,0.0259,0.0327,2.3086,low-cone,True,clean,uncertain,uncertain,good,uncertain,10.69,10.32
2007-08-19_thb,2007-08-19,2007,8,thb,16.0,12.0,83.5,302.7,1.72,2.67,0.6282,0.051,0.029,3.4366,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.86,9.48
2007-08-19_thc,2007-08-19,2007,8,thc,16.1,12.0,78.0,303.4,1.71,2.73,0.6899,0.0207,0.0295,2.8178,perpendicular,True,clean,uncertain,uncertain,good,uncertain,9.62,9.24
2007-08-19_thd,2007-08-19,2007,8,thd,16.3,12.1,76.5,303.5,1.69,2.73,0.784,0.0199,0.0295,2.8344,perpendicular,True,clean,uncertain,uncertain,good,uncertain,9.37,8.99
2007-08-19_the,2007-08-19,2007,8,the,16.0,12.0,76.4,303.6,1.69,2.73,0.6309,0.0562,0.031,2.9038,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.96,9.57
2007-08-22_tha,2007-08-22,2007,8,tha,20.0,11.0,87.2,333.2,1.35,2.32,0.1869,0.5487,1.1063,1.3052,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,13.49,12.68
2007-08-22_thb,2007-08-22,2007,8,thb,17.5,11.3,87.2,333.2,1.35,2.32,0.2012,0.2122,1.0089,1.2597,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.58,12.0
2007-08-22_thc,2007-08-22,2007,8,thc,18.1,11.2,87.2,333.2,1.35,2.32,0.2383,0.3032,1.024,1.2912,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.95,12.3
2007-08-22_thd,2007-08-22,2007,8,thd,17.7,11.3,87.2,333.2,1.35,2.32,0.1843,0.2462,1.0207,1.4365,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.59,12.0
2007-08-22_the,2007-08-22,2007,8,the,17.8,11.3,87.2,333.2,1.35,2.32,0.1729,0.3268,1.0062,1.5485,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.78,12.16
2007-08-25_tha,2007-08-25,2007,8,tha,14.3,11.7,45.7,259.6,3.29,-0.99,0.3703,0.1552,0.1313,7.3591,intermediate,True,clean,undisturbed,stable,good,plausible,9.94,9.63
2007-08-25_thb,2007-08-25,2007,8,thb,14.3,11.6,55.4,258.2,3.97,-1.31,0.3214,0.2734,0.0216,2.9114,intermediate,True,clean,undisturbed,stable,good,plausible,9.91,9.6
2007-08-25_thc,2007-08-25,2007,8,thc,14.3,11.7,54.2,257.1,3.85,-1.41,0.3188,0.2761,0.0254,2.8277,intermediate,True,clean,undisturbed,stable,good,plausible,9.94,9.63
2007-08-25_thd,2007-08-25,2007,8,thd,14.4,11.6,53.8,257.1,3.81,-1.41,0.3151,0.2638,0.0239,2.7766,intermediate,True,clean,undisturbed,stable,good,plausible,9.96,9.65
2007-08-25_the,2007-08-25,2007,8,the,14.5,11.7,53.4,257.2,3.8,-1.4,0.2992,0.2849,0.0223,2.7351,intermediate,True,clean,undisturbed,stable,good,plausible,10.03,9.71
2007-08-26_tha,2007-08-26,2007,8,tha,19.0,11.1,60.3,292.6,3.65,3.47,0.1128,0.751,0.726,1.0376,perpendicular,True,clean,undisturbed,stable,good,plausible,12.42,11.74
2007-08-26_thb,2007-08-26,2007,8,thb,16.7,11.4,60.3,292.6,3.65,3.47,0.1527,0.5087,0.8968,1.3104,perpendicular,True,clean,undisturbed,stable,good,plausible,11.49,11.0
2007-08-26_thc,2007-08-26,2007,8,thc,16.4,11.4,60.3,292.6,3.65,3.47,0.1755,0.4543,0.676,1.627,perpendicular,True,clean,undisturbed,stable,good,plausible,11.12,10.67
2007-08-26_thd,2007-08-26,2007,8,thd,16.6,11.4,60.3,292.6,3.65,3.47,0.1631,0.4712,0.6787,1.7351,perpendicular,True,clean,undisturbed,stable,good,plausible,11.21,10.74
2007-08-26_the,2007-08-26,2007,8,the,16.7,11.4,60.3,292.6,3.65,3.47,0.1318,0.5058,0.7288,1.5901,perpendicular,True,clean,undisturbed,stable,good,plausible,11.37,10.89
2007-08-27_thb,2007-08-27,2007,8,thb,15.6,11.5,62.8,302.1,3.26,3.6,0.2664,0.0808,0.7425,1.4491,perpendicular,True,clean,undisturbed,stable,good,plausible,10.82,10.42
2008-06-28_thb,2008-06-28,2008,6,thb,28.0,12.1,76.9,88.2,1.24,0.11,0.4889,0.1585,0.168,4.2446,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.02,10.61
2008-07-02_thb,2008-07-02,2008,7,thb,27.1,12.1,82.0,11.7,1.06,0.53,0.2452,0.4097,0.0983,10.7109,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,14.06,12.52
2008-07-12_thc,2008-07-12,2008,7,thc,22.4,11.7,65.9,257.2,2.5,-1.96,0.4623,0.1992,0.9976,3.7048,perpendicular,True,clean,undisturbed,stable,good,plausible,10.19,9.42
2008-07-14_thc,2008-07-14,2008,7,thc,22.1,11.7,43.2,236.3,1.3,-0.7,0.5495,0.0366,1.1167,7.8859,low-cone,True,mixed,uncertain,uncertain,good,uncertain,10.88,10.08
2008-07-16_thc,2008-07-16,2008,7,thc,21.9,11.7,76.9,298.6,1.41,0.86,0.4422,0.1635,0.1267,5.4367,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.55,10.72
2008-07-17_thb,2008-07-17,2008,7,thb,25.1,11.9,74.3,282.6,1.25,0.38,0.0828,0.8277,4.9146,5.0532,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,16.37,14.82
2008-07-18_thc,2008-07-18,2008,7,thc,21.6,11.8,40.8,212.9,0.84,-1.47,0.438,0.1044,0.0448,3.7793,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.26,11.4
2008-07-20_thc,2008-07-20,2008,7,thc,21.3,11.8,88.7,283.2,1.02,0.44,0.2883,0.284,0.0191,4.3129,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.99,12.1
2008-07-22_thc,2008-07-22,2008,7,thc,20.9,11.8,63.0,80.6,3.41,0.61,0.0583,0.8563,0.6115,6.9185,perpendicular,True,clean,uncertain,stable,good,plausible,13.74,12.83
2008-07-24_thc,2008-07-24,2008,7,thc,20.5,11.8,40.7,115.7,0.82,-0.78,0.1307,0.5226,3.633,3.2815,low-cone,True,mixed,undisturbed,uncertain,good,uncertain,14.49,13.57
2008-08-18_thd,2008-08-18,2008,8,thd,15.9,11.9,50.6,116.2,3.55,-0.65,0.1677,0.2838,0.7524,1.3402,intermediate,True,clean,undisturbed,stable,good,plausible,10.75,10.34
2008-08-18_the,2008-08-18,2008,8,the,16.4,12.0,48.8,221.6,3.87,-0.72,0.1552,0.3826,1.3809,1.7102,intermediate,True,mixed,undisturbed,stable,good,plausible,10.74,10.3
2008-08-22_thc,2008-08-22,2008,8,thc,15.9,12.8,83.9,110.2,1.15,-0.7,0.0993,0.7932,2.4213,1.7169,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,14.85,14.28
2008-08-24_thc,2008-08-24,2008,8,thc,15.3,12.8,78.4,122.8,1.99,-0.55,0.0721,0.8409,6.4354,2.2594,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,14.18,13.68
2008-08-26_thc,2008-08-26,2008,8,thc,14.8,12.8,59.1,276.4,1.16,0.21,0.1304,0.5295,5.6535,4.4531,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,13.45,13.0
2008-08-28_thb,2008-08-28,2008,8,thb,12.1,12.8,65.4,280.1,1.61,0.63,0.2355,0.5194,0.0864,12.4706,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.66,12.37
2008-08-28_thc,2008-08-28,2008,8,thc,14.4,12.8,65.4,280.1,1.61,0.63,0.1835,0.5078,0.0221,3.5582,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.67,12.27
2008-08-30_thc,2008-08-30,2008,8,thc,13.2,12.7,73.0,281.1,1.46,0.53,0.2299,0.4494,0.0304,3.0406,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.43,12.1
2008-09-01_thb,2008-09-01,2008,9,thb,14.5,12.9,51.3,255.6,1.62,-0.5,0.1915,0.092,0.0412,3.3556,intermediate,True,clean,undisturbed,uncertain,good,uncertain,11.14,10.79
2008-09-03_thc,2008-09-03,2008,9,thc,11.1,12.6,55.6,59.0,1.42,0.15,0.3237,0.3637,0.0208,5.4418,intermediate,True,clean,undisturbed,uncertain,good,uncertain,11.78,11.56
2008-09-03_the,2008-09-03,2008,9,the,11.8,12.1,60.4,74.0,3.33,2.67,0.1189,0.3809,2.3844,0.8841,perpendicular,True,unclear,undisturbed,stable,good,plausible,11.34,11.1
2008-09-04_thc,2008-09-04,2008,9,thc,7.2,12.1,65.0,265.9,1.66,-0.25,0.0669,0.8392,0.515,10.6707,perpendicular,True,clean,uncertain,uncertain,good,uncertain,14.1,13.99
2008-09-05_thb,2008-09-05,2008,9,thb,9.1,12.5,52.3,264.9,1.44,-0.27,0.2811,0.4637,0.8051,11.8841,intermediate,True,clean,undisturbed,uncertain,good,uncertain,12.23,12.07
2008-09-05_thc,2008-09-05,2008,9,thc,10.1,12.5,52.3,264.9,1.44,-0.27,0.3629,0.3231,0.1948,3.4403,intermediate,True,clean,undisturbed,uncertain,good,uncertain,11.41,11.23
2008-09-06_thc,2008-09-06,2008,9,thc,6.4,12.1,55.5,325.9,2.6,1.27,0.0709,0.8388,4.2217,6.0333,intermediate,True,mixed,uncertain,stable,good,plausible,13.43,13.34
2008-09-07_thc,2008-09-07,2008,9,thc,9.1,12.5,59.8,297.3,2.65,1.23,0.2916,0.4466,0.7613,12.2117,intermediate,True,clean,undisturbed,stable,good,plausible,11.03,10.89
2008-09-08_thc,2008-09-08,2008,9,thc,5.6,12.1,46.3,252.9,1.69,-0.43,0.0924,0.6136,3.3265,6.5617,intermediate,True,mixed,uncertain,uncertain,good,uncertain,12.76,12.7
2008-09-09_thb,2008-09-09,2008,9,thb,8.4,12.3,49.4,285.0,1.64,0.4,0.3161,0.436,0.4893,17.3015,intermediate,True,clean,undisturbed,uncertain,good,uncertain,11.73,11.61
2008-09-09_thc,2008-09-09,2008,9,thc,8.1,12.4,49.4,285.0,1.64,0.4,0.4361,0.2632,0.2588,5.7949,intermediate,True,clean,undisturbed,uncertain,good,uncertain,10.64,10.53
2008-09-10_thc,2008-09-10,2008,9,thc,4.8,12.1,58.1,277.3,0.8,0.3,0.3745,0.2139,0.0379,4.1709,intermediate,True,clean,undisturbed,uncertain,good,uncertain,12.13,12.09
2008-09-12_thb,2008-09-12,2008,9,thb,7.5,11.8,49.5,320.2,0.61,0.84,0.2833,0.3786,0.0535,7.0362,intermediate,True,clean,undisturbed,uncertain,good,uncertain,13.49,13.37
2008-09-13_thb,2008-09-13,2008,9,thb,8.7,12.1,56.3,326.0,0.67,1.08,0.5344,0.1382,0.06,5.814,intermediate,True,clean,undisturbed,uncertain,good,uncertain,11.39,11.26
2008-09-14_thc,2008-09-14,2008,9,thc,3.2,12.0,54.4,102.4,6.74,-0.93,0.122,0.6828,0.4201,9.7028,intermediate,True,clean,undisturbed,uncertain,good,uncertain,10.94,10.92
2008-09-14_thd,2008-09-14,2008,9,thd,7.4,12.1,61.5,118.1,6.74,-2.17,0.0796,0.7966,4.5909,2.5982,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,10.58,10.49
2008-09-14_the,2008-09-14,2008,9,the,8.1,12.1,52.4,98.7,6.81,-0.62,0.0904,0.7504,3.5874,2.0909,intermediate,True,mixed,uncertain,uncertain,good,uncertain,10.58,10.48
2008-09-15_thc,2008-09-15,2008,9,thc,5.6,12.3,47.5,95.8,6.58,-0.39,0.3295,0.4716,0.2829,11.191,intermediate,True,clean,undisturbed,uncertain,good,uncertain,9.44,9.39
2008-09-16_thb,2008-09-16,2008,9,thb,9.6,11.8,65.6,118.2,1.06,-1.26,0.3143,0.4017,0.5508,17.1507,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.26,12.09
2008-09-16_thc,2008-09-16,2008,9,thc,2.4,12.0,66.3,117.9,1.06,-1.24,0.5249,0.1086,0.5002,5.3773,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,10.41,10.41
2008-09-17_thb,2008-09-17,2008,9,thb,9.9,12.0,63.9,118.5,1.04,-1.31,0.4707,0.2435,0.3597,6.0049,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.01,10.84
2008-09-18_thc,2008-09-18,2008,9,thc,1.6,12.0,77.8,146.1,1.42,-0.99,0.5308,0.1359,0.1178,6.0021,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.88,9.88
2008-09-20_thb,2008-09-20,2008,9,thb,11.6,11.7,43.0,309.4,1.5,0.74,0.4251,0.296,0.1366,15.0692,low-cone,True,clean,undisturbed,uncertain,good,uncertain,11.04,10.82
2008-09-20_thc,2008-09-20,2008,9,thc,0.8,12.0,44.4,311.7,1.5,0.91,0.5905,0.0463,0.0684,4.3722,low-cone,True,clean,uncertain,uncertain,good,uncertain,9.37,9.37
2008-09-21_thb,2008-09-21,2008,9,thb,11.7,11.9,38.7,323.3,1.5,0.73,0.5154,0.2058,0.0749,6.5308,low-cone,True,clean,undisturbed,uncertain,good,uncertain,10.26,10.04
2008-09-24_thb,2008-09-24,2008,9,thb,14.2,11.7,85.9,298.5,1.26,1.42,0.579,0.0749,0.0181,5.3481,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.82,9.52
2008-09-25_thb,2008-09-25,2008,9,thb,14.2,11.7,85.9,298.5,1.26,1.42,0.579,0.0639,0.018,5.3578,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.71,9.42
2008-09-28_thb,2008-09-28,2008,9,thb,16.3,11.6,53.1,339.2,1.63,3.5,0.5683,0.0958,0.0257,4.7346,intermediate,True,clean,undisturbed,uncertain,good,uncertain,9.68,9.29
2008-09-29_thb,2008-09-29,2008,9,thb,16.2,11.6,53.5,339.5,1.61,3.59,0.5711,0.0436,0.0254,5.2628,intermediate,True,clean,uncertain,uncertain,good,uncertain,9.23,8.87
2008-09-30_thc,2008-09-30,2008,9,thc,7.0,11.6,37.7,271.6,3.11,0.1,0.4185,0.0219,0.0725,3.8028,low-cone,True,clean,uncertain,stable,good,plausible,8.91,8.84
2009-07-13_thb,2009-07-13,2009,7,thb,11.8,11.9,88.0,299.4,1.08,0.78,0.5694,0.0919,0.1515,16.4548,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.98,9.77
2009-07-17_thb,2009-07-17,2009,7,thb,11.3,11.9,72.2,76.6,0.68,0.33,0.5121,0.1533,0.062,7.2823,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.66,11.43
2009-07-21_thb,2009-07-21,2009,7,thb,10.8,11.9,88.9,80.0,2.21,1.24,0.0692,0.7035,6.0587,5.6522,perpendicular,True,mixed,uncertain,stable,good,plausible,13.49,13.25
2009-07-23_thc,2009-07-23,2009,7,thc,13.9,11.8,63.6,279.7,2.9,0.63,0.5206,0.0647,0.5535,4.3834,perpendicular,True,clean,undisturbed,stable,good,plausible,8.25,8.01
2009-07-25_thb,2009-07-25,2009,7,thb,10.6,11.9,22.2,11.9,1.08,1.14,0.0816,0.7523,3.9239,4.7398,quasi-radial,True,mixed,uncertain,uncertain,good,uncertain,15.08,14.82
2009-07-30_thc,2009-07-30,2009,7,thc,16.1,12.6,49.2,295.7,0.81,0.81,0.1835,0.3829,1.0164,1.6091,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,13.62,13.08
2009-08-05_thc,2009-08-05,2009,8,thc,12.4,11.9,72.2,19.1,2.67,7.26,0.0792,0.6696,1.5189,1.506,perpendicular,True,mixed,uncertain,stable,good,plausible,12.83,12.53
2009-08-07_thc,2009-08-07,2009,8,thc,12.5,12.0,59.5,281.7,1.97,0.82,0.0814,0.7329,5.2988,3.819,intermediate,True,mixed,uncertain,uncertain,good,uncertain,13.67,13.34
2009-08-08_thc,2009-08-08,2009,8,thc,12.5,12.0,62.4,282.7,2.0,0.93,0.0807,0.7987,5.2965,3.9328,perpendicular,True,mixed,uncertain,stable,good,plausible,14.02,13.69
2009-08-10_thc,2009-08-10,2009,8,thc,12.0,11.8,19.7,267.4,0.99,-0.03,0.0991,0.7754,3.456,5.9174,quasi-radial,True,mixed,uncertain,uncertain,good,uncertain,15.02,14.69
2009-08-25_thc,2009-08-25,2009,8,thc,17.5,11.0,69.8,257.5,1.08,-0.97,0.0904,0.8028,0.9343,4.6276,perpendicular,True,clean,uncertain,uncertain,good,uncertain,15.59,14.87
2009-09-03_tha,2009-09-03,2009,9,tha,15.8,12.0,70.6,101.7,3.6,-0.38,0.4448,0.1211,0.0809,8.4376,perpendicular,True,clean,undisturbed,stable,good,plausible,9.58,9.22
2009-09-13_tha,2009-09-13,2009,9,tha,12.3,12.0,70.0,269.2,2.09,-0.05,0.3042,0.1425,1.0488,1.8518,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.95,10.7
2009-09-13_thd,2009-09-13,2009,9,thd,6.8,12.0,65.7,199.1,3.87,-4.51,0.1258,0.525,0.8181,1.6512,perpendicular,True,clean,undisturbed,stable,good,plausible,10.13,10.06
2009-09-13_the,2009-09-13,2009,9,the,7.2,12.0,62.7,205.6,4.03,-4.52,0.1147,0.5432,0.974,1.7736,perpendicular,True,clean,undisturbed,stable,good,plausible,10.14,10.06
2009-09-14_tha,2009-09-14,2009,9,tha,12.2,12.2,67.8,271.9,2.05,0.12,0.213,0.2202,1.231,1.3286,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.32,11.07
2009-09-15_tha,2009-09-15,2009,9,tha,11.8,12.1,59.3,257.0,1.79,-0.47,0.1978,0.2096,1.0441,1.1734,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,11.5,11.26
2009-09-17_tha,2009-09-17,2009,9,tha,10.3,11.9,72.3,317.5,1.89,2.53,0.1694,0.3533,1.1636,0.9865,perpendicular,True,unclear,undisturbed,uncertain,good,uncertain,11.78,11.59
2009-09-25_thc,2009-09-25,2009,9,thc,6.0,12.4,69.7,323.2,0.96,2.98,0.0856,0.6964,5.8066,5.0825,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,14.8,14.71
2009-09-26_thd,2009-09-26,2009,9,thd,1.3,12.0,67.9,282.7,2.93,0.57,0.1559,0.5981,0.7368,2.4284,perpendicular,True,clean,undisturbed,stable,good,plausible,11.22,11.22
2009-09-26_the,2009-09-26,2009,9,the,1.8,12.0,58.6,272.7,3.07,0.11,0.1378,0.649,0.9713,1.3659,intermediate,True,clean,undisturbed,stable,good,plausible,11.22,11.22
2009-09-27_thd,2009-09-27,2009,9,thd,0.9,12.0,64.2,124.1,2.99,-1.36,0.0612,0.7559,0.9162,1.8664,perpendicular,True,clean,uncertain,stable,good,plausible,11.26,11.26
2009-09-27_the,2009-09-27,2009,9,the,1.4,12.0,70.1,126.3,2.99,-1.53,0.0533,0.7667,0.9893,1.3572,perpendicular,True,clean,uncertain,stable,good,plausible,11.26,11.26
2009-10-01_thc,2009-10-01,2009,10,thc,1.2,11.9,48.0,239.0,0.58,-0.86,0.0978,0.674,2.8211,4.2254,intermediate,True,mixed,uncertain,uncertain,good,uncertain,15.37,15.37
2009-10-02_thc,2009-10-02,2009,10,thc,0.4,12.0,46.8,226.3,0.55,-1.05,0.099,0.5634,1.3056,2.0294,intermediate,True,mixed,uncertain,uncertain,good,uncertain,14.72,14.72
2009-10-05_thc,2009-10-05,2009,10,thc,1.9,12.0,35.8,251.8,0.87,-0.24,0.2349,0.4645,0.1254,3.8866,low-cone,True,clean,undisturbed,uncertain,good,uncertain,13.14,13.13
2009-10-09_thc,2009-10-09,2009,10,thc,2.6,12.1,82.4,147.0,1.01,-2.02,0.2545,0.1314,0.297,2.7426,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.67,11.66
2009-10-12_thb,2009-10-12,2009,10,thb,18.5,13.0,70.3,309.6,1.1,1.63,0.135,0.5955,3.4492,7.2204,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,14.58,13.83
