encounter_id,spacecraft,date,year,month,probe,sza_deg,mlt,cone_deg,clock_deg,dp_nPa,bz_nT,near_occ,bg_occ,Dn,EB,qc_transition_cleanliness,qc_disturbance,qc_boundary_motion,omni_context_quality_note,boundary_uncertainty_note,routeC_core_usable,exclude_reason,cone_bin
exp_20101008_the,themis,2010-10-08,2010,10,the,5.5,12.0,58.6,321.9,1.44,1.21,0.5941,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101009_tha,themis,2010-10-09,2010,10,tha,4.4,12.0,47.6,227.8,1.06,-1.83,0.5845,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101003_the,themis,2010-10-03,2010,10,the,3.4,12.0,52.8,230.1,0.77,-1.23,0.9572,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101009_thd,themis,2010-10-09,2010,10,thd,6.3,12.0,49.7,246.5,1.07,-1.02,0.7217,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101009_the,themis,2010-10-09,2010,10,the,5.9,12.0,47.6,228.4,1.06,-1.83,0.6164,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101010_thd,themis,2010-10-10,2010,10,thd,6.7,12.0,69.6,131.8,1.74,-2.05,0.4926,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,perpendicular
exp_20101010_tha,themis,2010-10-10,2010,10,tha,4.9,12.0,67.1,128.3,1.75,-1.72,0.5173,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,perpendicular
exp_20101010_the,themis,2010-10-10,2010,10,the,6.3,12.0,67.6,128.7,1.75,-1.74,0.4851,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,perpendicular
exp_20101011_thd,themis,2010-10-11,2010,10,thd,7.2,12.0,67.9,208.5,3.82,-9.86,0.2514,0.4536,0.007,2.2085,clean,undisturbed,stable,good,plausible,True,,perpendicular
exp_20101006_the,themis,2010-10-06,2010,10,the,4.6,12.0,80.8,131.5,1.76,-4.0,0.5499,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,perpendicular
exp_20101011_the,themis,2010-10-11,2010,10,the,6.8,12.0,67.5,211.8,4.04,-8.87,0.1909,0.5133,0.006,2.0575,clean,undisturbed,stable,good,plausible,True,,perpendicular
exp_20101012_tha,themis,2010-10-12,2010,10,tha,5.9,12.0,45.2,170.2,1.06,-2.29,0.4891,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,intermediate
exp_20101012_thd,themis,2010-10-12,2010,10,thd,7.6,12.0,43.6,174.5,1.06,-2.27,0.5979,0.0,,,not_assessed,uncertain,uncertain,good,uncertain,False,bg_occ=0.000<1%,low-cone
exp_20101013_tha,themis,2010-10-13,2010,10,tha,6.4,12.0,43.7,123.5,2.83,-0.83,0.4018,0.0,,,not_assessed,uncertain,stable,good,plausible,False,bg_occ=0.000<1%,low-cone
